id,title,description,link,image_link,price,availability,item_group_id,product_type,google_product_category,additional_image_link,sale_price,average_review_rating,number_of_ratings,number_of_reviews,description_html,video_link,brand,GTIN,mpn,color,gender,age_group,material,pattern,size,size_type,size_system,alt_text,variant_names,variant_values,adult,tax,shipping,shipping_weight,shipping_width,shipping_height,free_shipping_label,free_shipping_limit,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,ad_link,condition
8605,0.75ct Sapphire Diamond 18K Gold Ring,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8605,https://www.colourdiam.com/Product/Jewellery/7363/white45/center.jpg,460.00 USD,in stock,,White,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8605/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8605/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8605/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8605/white45/colour-diam-8605-white-08.jpg,https://colourdiam.com/Product/Jewellery/8605/white45/colour-diam-8605-white-09.jpg,https://colourdiam.com/Product/Jewellery/8605/white45/colour-diam-8605-white-10.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8605/white45/video.mp4,Colour Diam,,8605,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,White,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7453,0.74ct Sapphire and Diamond 18K Gold Ring,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7453,https://www.colourdiam.com/Product/Jewellery/7364/white45/center.jpg,1725.00 USD,in stock,,Earring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7453/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7453/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7453/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7453/white45/colour-diam-7453-earring-08.jpg,https://colourdiam.com/Product/Jewellery/7453/white45/colour-diam-7453-earring-09.jpg,https://colourdiam.com/Product/Jewellery/7453/white45/colour-diam-7453-earring-10.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7453/white45/video.mp4,Colour Diam,,7453,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Earring,Fancy Colour,Vintage Inspired,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7942,0.74ct Sapphire and Natural Diamond Ring in 18K Gold,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7942,https://www.colourdiam.com/Product/Jewellery/7365/white45/center.jpg,1150.00 USD,in stock,,Yellow Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7942/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7942/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7942/white45/3.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7942/white45/video.mp4,Colour Diam,,7942,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Yellow Ring,Fancy Colour,Statement Piece,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8316,0.94ct Sapphire 18K Gold Diamond Ring,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8316,https://www.colourdiam.com/Product/Jewellery/7353/white45/center.jpg,1725.00 USD,in stock,,Gemstone,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8316/1.jpg,https://colourdiam.com/Product/Jewellery/8316/2.jpg,https://colourdiam.com/Product/Jewellery/8316/3.jpg,https://colourdiam.com/Product/Jewellery/8316/4.jpg,https://colourdiam.com/Product/Jewellery/8316/center.jpg,https://colourdiam.com/Product/Jewellery/8316/black360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8316/video.mp4,Colour Diam,,8316,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Gemstone,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8613,0.94ct Sapphire Diamond Ring in 18K Gold,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8613,https://www.colourdiam.com/Product/Jewellery/7354/white45/center.jpg,517.50 USD,in stock,,Gemstone,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8613/white360/1.jpg,https://colourdiam.com/Product/Jewellery/8613/white360/2.jpg,https://colourdiam.com/Product/Jewellery/8613/white360/3.jpg,https://colourdiam.com/Product/Jewellery/8613/white360/4.jpg,https://colourdiam.com/Product/Jewellery/8613/white360/5.jpg,https://colourdiam.com/Product/Jewellery/8613/white360/6.jpg,https://colourdiam.com/Product/Jewellery/8613/white360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8613/white360/8613.mp4,Colour Diam,,8613,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Gemstone,Fancy Colour,Statement Piece,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7401_7402_7403_7405_7406,0.235ct Fancy Brownish Yellow 18k Gold Diamond Ring,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/Menu/7401/7402/7403/7405/7406,https://www.colourdiam.com/Product/Jewellery/8155/white45/center.jpg,10925.00 USD,in stock,,Bracelet,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7401_7402_7403_7405_7406/1.jpg,https://colourdiam.com/Product/Jewellery/7401_7402_7403_7405_7406/2.jpg,https://colourdiam.com/Product/Jewellery/7401_7402_7403_7405_7406/black360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7401_7402_7403_7405_7406/7401.mp4,Colour Diam,,7401_7402_7403_7405_7406,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Bracelet,Fancy Colour,Vintage Inspired,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7942,0.30ct G Diamond 18K White Gold Ring,Dazzle in sunshine with  Ct Fancy Ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7942,https://www.colourdiam.com/Product/Jewellery/8605/white45/center.jpg,1035.00 USD,in stock,,Yellow Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7942/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7942/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7942/white45/3.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7942/white45/video.mp4,Colour Diam,,7942,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Yellow Ring,Fancy Colour,Vintage Inspired,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5026,18K Gold Baguette & Round Diamond Earrings,Dazzle in sunshine with  Ct Fancy Ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5026,https://www.colourdiam.com/Product/Jewellery/7453/white45/center.jpg,2875.00 USD,in stock,,White,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5026/white45/center.jpg,https://colourdiam.com/Product/Jewellery/5026/white45/colour-diam-5026-1-ct-f-si2-igi-ring-colour-diam-06.jpg,https://colourdiam.com/Product/Jewellery/5026/white45/colour-diam-5026-1-ct-f-si2-igi-ring-colour-diam-07.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5026/white45/8513.mp4,Colour Diam,,5026,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,White,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7652,0.18ct Fancy Yellow VS Diamond 18K Yellow Gold Ring,Dazzle in sunshine with  Ct Fancy Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7652,https://www.colourdiam.com/Product/Jewellery/7942/white45/center.jpg,20700.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7652/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7652/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7652/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7942/white45/video.mp4,Colour Diam,,7652,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Earring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8607,0.25ct Fancy Pink & White Diamond 18k Gold Ring,Dazzle in sunshine with  Ct Fancy ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8607,https://www.colourdiam.com/Product/Jewellery/8316/white45/center.jpg,920.00 USD,in stock,,Pendant,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8607/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8607/white45/UN-1542_2.jpg,https://colourdiam.com/Product/Jewellery/8607/white45/UN-1542_3.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8607/white45/video.mp4,Colour Diam,,8607,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18K with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Pendant,Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5616,0.35ct Blue Treated Diamond 18k Gold Ring,Dazzle in sunshine with  Ct Fancy ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5616,https://www.colourdiam.com/Product/Jewellery/8613/white45/center.jpg,8625.00 USD,in stock,,Pink Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5616/white45/center.jpg,https://colourdiam.com/Product/Jewellery/5616/white45/colour-diam-5616-0-56-ct-light-pink-vs1-gia-ring-colour-diam-06.jpg,https://colourdiam.com/Product/Jewellery/5616/white45/colour-diam-5616-0-56-ct-light-pink-vs1-gia-ring-colour-diam-07.jpg,https://colourdiam.com/Product/Jewellery/5616/white45/colour-diam-5616-0-56-ct-light-pink-vs1-gia-ring-colour-diam-16.jpg,https://colourdiam.com/Product/Jewellery/5616/white45/colour-diam-5616-0-56-ct-light-pink-vs1-gia-ring-colour-diam-17.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5616/white45/video.mp4,Colour Diam,,5616,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Pink Ring,Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5420,1.73ct Fancy Pink-Brown Diamond 18k Gold Bracelet,Dazzle in sunshine with  Ct Fancy Ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5420,https://www.colourdiam.com/Product/Jewellery/7401_7402_7403_7405_7406/white45/center.jpg,5750.00 USD,in stock,,BLUE RING,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5420/white360/1.jpg,https://colourdiam.com/Product/Jewellery/5420/white360/2.jpg,https://colourdiam.com/Product/Jewellery/5420/white360/3.jpg,https://colourdiam.com/Product/Jewellery/5420/white360/5.jpg,https://colourdiam.com/Product/Jewellery/5420/white360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5420/white360/video.mp4,Colour Diam,,5420,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,BLUE RING,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8364,0.185ct Fancy Yellow Diamond 18K Gold Ring,Dazzle in sunshine with  Ct Fancy Bracelet in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8364,https://www.colourdiam.com/Product/Jewellery/7942/white45/center.jpg,1150.00 USD,in stock,,Pink Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8364/white360/2.jpg,https://colourdiam.com/Product/Jewellery/8364/white360/CENTER.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7942/white45/video.mp4,Colour Diam,,8364,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Bracelet in 18k with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond bracelet, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Pink Ring,Fancy Colour,Vintage Inspired,Luxury ($10K - $50K),High Jewelry / Masterpiece Collection,,new
8366,1.00ct F/SI2 Natural Diamond Ring in 18k Gold,Dazzle in sunshine with  Ct Fancy Ring in Precious Metal. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8366,https://www.colourdiam.com/Product/Jewellery/5026/white45/center.jpg,,in stock,,Pendant,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8366/white360/1.jpg,https://colourdiam.com/Product/Jewellery/8366/white360/2.jpg,https://colourdiam.com/Product/Jewellery/8366/white360/CENTER.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8366/black360/VIDEO.mp4,Colour Diam,,8366,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in Precious Metal with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the Precious Metal setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Pendant,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7047,2.71ct Fancy Brownish Greenish Yellow Diamond Ring,Dazzle in sunshine with  Ct Fancy Ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7047,https://www.colourdiam.com/Product/Jewellery/7652/white45/center.jpg,69000.00 USD,in stock,,Yellow Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7047/white360/center.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-01.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-02.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-03.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-04.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-05.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-06.jpg,https://colourdiam.com/Product/Jewellery/7047/white360/colour-diam-7047-8-01-ct-u-to-v-range-vs2-gia-ring-colour-diam-13.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7047/white360/video.mp4,Colour Diam,,7047,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in 18k with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Yellow Ring,Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
1385,18k Gold 0.36ct Natural Diamond Cluster Pendant,Dazzle in sunshine with  Ct Fancy Ring in Precious Metal. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/1385,https://www.colourdiam.com/Product/Jewellery/8607/white45/center.jpg,51750.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/1385/white45/1.jpg,https://colourdiam.com/Product/Jewellery/1385/white45/2.jpg,https://colourdiam.com/Product/Jewellery/1385/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/1385/white45/video.mp4,Colour Diam,,1385,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in Precious Metal with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the Precious Metal setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Statement Piece,Luxury ($10K - $50K),High Jewelry / Masterpiece Collection,,new
5440,0.56ct Light Pink VS1 GIA Certified 18k Diamond Ring,Dazzle in sunshine with  Ct Fancy PENDANT in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5440,https://www.colourdiam.com/Product/Jewellery/5616/white45/center.jpg,4600.00 USD,in stock,,BLUE RING,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5440/white45/2.jpg,https://colourdiam.com/Product/Jewellery/5440/white45/CENTER.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5440/white45/video.mp4,Colour Diam,,5440,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond PENDANT in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond pendant, highlighting scale and radiance.",,,false,,,,,,true,0 USD,BLUE RING,Fancy Colour,Vintage Inspired,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5421,0.57ct Light Blue VVS2 GIA 18k Diamond Ring,Dazzle in sunshine with  Ct Fancy Ring in Precious Metal. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5421,https://www.colourdiam.com/Product/Jewellery/5420/white45/center.jpg,5175.00 USD,in stock,,BLUE RING,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5421/white360/1.jpg,https://colourdiam.com/Product/Jewellery/5421/white360/2.jpg,https://colourdiam.com/Product/Jewellery/5421/white360/3.jpg,https://colourdiam.com/Product/Jewellery/5421/white360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5421/white360/video.mp4,Colour Diam,,5421,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in Precious Metal with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the Precious Metal setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,BLUE RING,Fancy Colour,Vintage Inspired,Premium ($5K - $10K),High Jewelry / Masterpiece Collection,,new
4748,0.32ct Fancy Pink Diamond 18k Gold Ring,Dazzle in sunshine with  Ct Fancy Ring in Precious Metal. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/4748,https://www.colourdiam.com/Product/Jewellery/8364/white45/center.jpg,5175.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/4748/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4748/white45/colour-diam-4748-0-65-ct-fancy-yellowish-green-undetermined-i1-gia-ring-colour-diam-06.jpg,https://colourdiam.com/Product/Jewellery/4748/white45/colour-diam-4748-0-65-ct-fancy-yellowish-green-undetermined-i1-gia-ring-colour-diam-07.jpg",,,,,,https://colourdiam.com/Product/Jewellery/4748/white45/video.mp4,Colour Diam,,4748,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in Precious Metal with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the Precious Metal setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Classic Halo,Premium ($5K - $10K),High Jewelry / Masterpiece Collection,,new
8507,0.40ct Fancy Pink Diamond 18k Gold Pendant,Dazzle in sunshine with  Ct Fancy Ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8507,https://www.colourdiam.com/Product/Jewellery/8366/white45/center.jpg,5750.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8507/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8507/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8507/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8507/white45/video.mp4,Colour Diam,,8507,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8508,8.01ct U-V VS2 GIA 18k Yellow Gold Diamond Ring,Dazzle in sunshine with  Ct Fancy Pendant in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8508,https://www.colourdiam.com/Product/Jewellery/7047/white45/center.jpg,8625.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8508/white360/1.jpg,https://colourdiam.com/Product/Jewellery/8508/white360/2.jpg,https://colourdiam.com/Product/Jewellery/8508/white360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8508/Black360/B8508_0197abd2-46ed-7002-8e3b-ad1befd63146.original.mp4,Colour Diam,,8508,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Pendant in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond pendant, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5431,2.89ct Fancy Yellowish Green Diamond Ring GIA,Dazzle in sunshine with  Ct Fancy Ring in Precious Metal. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5431,https://www.colourdiam.com/Product/Jewellery/1385/white45/center.jpg,6325.00 USD,in stock,,BLUE RING,Apparel & Accessories > Jewelry,https://colourdiam.com/Product/Jewellery/5431/white45/center.jpg,,,,,,https://colourdiam.com/Product/Jewellery/5431/black360/video.mp4,Colour Diam,,5431,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in Precious Metal with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the Precious Metal setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,BLUE RING,Fancy Colour,Vintage Inspired,High Luxury ($50K - $100K),High Jewelry / Masterpiece Collection,,new
8512,0.44ct Princess Light Blue GIA 18k Gold Ring,Dazzle in sunshine with  Ct Fancy Ring in Precious Metal. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8512,https://www.colourdiam.com/Product/Jewellery/5440/white45/center.jpg,5750.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8512/white360/1.jpg,https://colourdiam.com/Product/Jewellery/8512/white360/2.jpg,https://colourdiam.com/Product/Jewellery/8512/white360/CENTER.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8512/black360/video.mp4,Colour Diam,,8512,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of  Ct Natural Diamond Ring in Precious Metal with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the Precious Metal setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Classic Halo,High Luxury ($50K - $100K),High Jewelry / Masterpiece Collection,,new
