Category,Product Name,Product Description,Maximum Purchase Quantity,Maximum Purchase Quantity - Start Date,Maximum Purchase Quantity - Time Period (in Days),Maximum Purchase Quantity - End Date,Minimum Purchase Quantity,Parent SKU,Variation Integration No.,Variation Name1,Option for Variation 1,Image per Variation,Variation Name2,Option for Variation 2,Price,Stock,SKU,Size Chart Template,Size Chart Image,GTIN,Cover image,Item Image 1,Item Image 2,Item Image 3,Item Image 4,Item Image 5,Item Image 6,Item Image 7,Item Image 8,Weight,Length,Width,Height,Standard Delivery - ส่งธรรมดาในประเทศ,Pre-order DTS,Fail Reason
,0.235 Ct Fancy green Pendant | Colour Diam,"**Opulent  Ct Natural Diamond Pendant**

Elevate your fine jewelry collection with these magnificent 18k pendants. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8263,,,,,,,1380,1,8263,,,,https://www.colourdiam.com/Product/Jewellery/8263/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8263/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8263/white45/2.jpg,,,,,,,,,,,On,,
,0.95 Ct Fancy Pink VS AGL Ring | Colour Diam,"**Opulent  Ct Natural Diamond Pendant**

Elevate your fine jewelry collection with these magnificent 18k pendants. Featuring a  Ct Natural Diamond , surrounded by 29 white diamonds (0.262 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8265,,,,,,,6324.999999999999,1,8265,,,,https://www.colourdiam.com/Product/Jewellery/8265/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8265/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8265/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8265/white45/3.jpg,,,,,,,,,,On,,
,0.137 Ct Fancy Yellow VS AGL Bracelet | Colour Diam,"**Resplendent  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , surrounded by 275 white diamonds (0.678 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8266,,,,,,,1380,1,8266,,,,https://www.colourdiam.com/Product/Jewellery/8266/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8266/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8266/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8266/white45/colour-diam-8266-bracelet-08.jpg,https://colourdiam.com/Product/Jewellery/8266/white45/colour-diam-8266-bracelet-09.jpg,https://colourdiam.com/Product/Jewellery/8266/white45/colour-diam-8266-bracelet-10.jpg,,,,,,,,On,,
,0.144 Ct Fancy Blue VS AGL Bracelet | Colour Diam,"**Breathtaking  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 18k bracelets. Featuring a  Ct Natural Diamond , surrounded by 16 white diamonds (0.142 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8273,,,,,,,1380,1,8273,,,,https://www.colourdiam.com/Product/Jewellery/8273/white45/center.jpg,,,,,,,,,,,,,On,,
,0.092 Ct Fancy Pink SI AGL Bracelet | Colour Diam,"**Stunning  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 18k bracelets. Featuring a  Ct Natural Diamond , surrounded by 16 white diamonds (0.135 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8269,,,,,,,1380,1,8269,,,,https://www.colourdiam.com/Product/Jewellery/8269/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8269/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8269/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8269/white45/colour-diam-8269-bracelet-08.jpg,https://colourdiam.com/Product/Jewellery/8269/white45/colour-diam-8269-bracelet-09.jpg,https://colourdiam.com/Product/Jewellery/8269/white45/colour-diam-8269-bracelet-10.jpg,,,,,,,,On,,
,0.12 Ct Fancy Blue SI AGL Pendant | Colour Diam,"**Breathtaking  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 18k bracelets. Featuring a  Ct Natural Diamond , surrounded by 16 white diamonds (0.132 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8270,,,,,,,919.9999999999999,1,8270,,,,https://www.colourdiam.com/Product/Jewellery/8270/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8270/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8270/white45/2.jpg,,,,,,,,,,,On,,
,0.137 Ct Fancy Blue SI AGL Bracelet | Colour Diam,"**Captivating  Ct Natural Diamond Pendant**

Elevate your fine jewelry collection with these magnificent 18k pendants. Featuring a  Ct Natural Diamond , surrounded by 30 white diamonds (0.21 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8272,,,,,,,1380,1,8272,,,,https://www.colourdiam.com/Product/Jewellery/8272/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8272/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8272/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8272/white45/colour-diam-8272-bracelet-08.jpg,https://colourdiam.com/Product/Jewellery/8272/white45/colour-diam-8272-bracelet-09.jpg,https://colourdiam.com/Product/Jewellery/8272/white45/colour-diam-8272-bracelet-10.jpg,,,,,,,,On,,
,0.18 Ct Fancy Pink Ring | Colour Diam,"**Dazzling  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 18k bracelets. Featuring a  Ct Natural Diamond , surrounded by 16 white diamonds (0.132 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8276,,,,,,,2875,1,8276,,,,https://www.colourdiam.com/Product/Jewellery/8276/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8276/white360/1.jpg,https://colourdiam.com/Product/Jewellery/8276/white360/2.jpg,https://colourdiam.com/Product/Jewellery/8276/white360/3.jpg,https://colourdiam.com/Product/Jewellery/8276/white360/CENTER.jpg,,,,,,,,,On,,
,0.2 Ct Fancy Pink Pendant | Colour Diam,"**Enchanting  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8277,,,,,,,0,1,8277,,,,https://www.colourdiam.com/Product/Jewellery/8277/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8277/black360/1.jpg,https://colourdiam.com/Product/Jewellery/8277/black360/2.jpg,https://colourdiam.com/Product/Jewellery/8277/black360/center.jpg,,,,,,,,,,On,,
,0.22 Ct Fancy Pink Earring | Colour Diam,"**Breathtaking  Ct Natural Diamond Pendant**

Elevate your fine jewelry collection with these magnificent 18k pendants. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8278,,,,,,,0,1,8278,,,,https://www.colourdiam.com/Product/Jewellery/8278/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8278/black360/1.jpg,https://colourdiam.com/Product/Jewellery/8278/black360/2.jpg,https://colourdiam.com/Product/Jewellery/8278/black360/center.jpg,,,,,,,,,,On,,
,2.3 Ct Fancy Light Greenish Yellow VS2 GIA Ring | Colour Diam,"**Enchanting  Ct Natural Diamond EARRING**

Elevate your fine jewelry collection with these magnificent 18k earrings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8580,,,,,,,20700,1,8580,,,,https://www.colourdiam.com/Product/Jewellery/8580/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/8580_2.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/8580_3.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/colour-diam-8580-yellow-ring-green-ring-14.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/colour-diam-8580-yellow-ring-green-ring-15.jpg,https://colourdiam.com/Product/Jewellery/8580/white45/colour-diam-8580-yellow-ring-green-ring-16.jpg,,,,,,On,,
,0.12 Ct bugget Si1 Earring | Colour Diam,"**Magnificent 2.30 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , surrounded by 47 white diamonds (0.62 Ct) and 14 pear diamonds (1.40 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7441,,,,,,,431.24999999999994,1,7441,,,,https://www.colourdiam.com/Product/Jewellery/7441/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7441/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7441/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7441/white45/CENTER.jpg,https://colourdiam.com/Product/Jewellery/7441/white45/colour-diam-7441-earring-08.jpg,https://colourdiam.com/Product/Jewellery/7441/white45/colour-diam-7441-earring-09.jpg,https://colourdiam.com/Product/Jewellery/7441/white45/colour-diam-7441-earring-10.jpg,,,,,,,On,,
,Ct Natural Diamond Earring in 18k | GIA Certified,"**Opulent  Ct Natural Diamond Earring**

Elevate your fine jewelry collection with these magnificent 18k earrings. Featuring a  Ct Natural Diamond , surrounded by 12 white diamonds (0.08 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7504,,,,,,,690,1,7504,,,,https://www.colourdiam.com/Product/Jewellery/7504/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7504/white360/center.jpg,,,,,,,,,,,,On,,
,Ct Natural Diamond Bracelet in Precious Metal | GIA Certified,"**Breathtaking  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent Precious Metal bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7502,,,,,,,747.4999999999999,1,7502,,,,https://www.colourdiam.com/Product/Jewellery/7502/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7502/white360/center.jpg,,,,,,,,,,,,On,,
,2587.5 Ct Bracelet 12.74 Gram | Colour Diam,"**Stunning  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent Precious Metal bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7503,,,,,,,2587.5,1,7503,,,,https://www.colourdiam.com/Product/Jewellery/7503/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7503/white360/center.jpg,,,,,,,,,,,,On,,
,1.01 Ct Fancy Deep yellow Vs2 GIA Ring | Colour Diam,"**Enchanting  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 9k bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,2593,,,,,,,7474.999999999999,1,2593,,,,https://www.colourdiam.com/Product/Jewellery/2593/white45/center.jpg,https://colourdiam.com/Product/Jewellery/2593/black360/colour-diam-2593-yellow-ring-04.jpg,https://colourdiam.com/Product/Jewellery/2593/black45/colour-diam-2593-yellow-ring-01.jpg,https://colourdiam.com/Product/Jewellery/2593/black45/colour-diam-2593-yellow-ring-02.jpg,https://colourdiam.com/Product/Jewellery/2593/black45/colour-diam-2593-yellow-ring-03.jpg,,,,,,,,,On,,
,0.88 Ct Sapphire gem stone Ring | Colour Diam,"**Enchanting  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , surrounded by 32 white diamonds (0.18 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7514,,,,,,,632.5,1,7514,,,,https://www.colourdiam.com/Product/Jewellery/7514/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/1.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/2.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/3.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/4.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/5.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/6.jpg,https://colourdiam.com/Product/Jewellery/7514/black360/center.jpg,,,,,,On,,
,18 Ct k Ring | Colour Diam,"**Opulent  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , surrounded by 18 white diamonds (0.15 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7451,,,,,,,529,1,7451,,,,https://www.colourdiam.com/Product/Jewellery/7451/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7451/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7451/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7451/white45/3.jpg,,,,,,,,,,On,,
,3.45 Ct bugget vs Ring | Colour Diam,"**Resplendent  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , surrounded by 21 white diamonds (0.38 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7431,,,,,,,1667.4999999999998,1,7431,,,,https://www.colourdiam.com/Product/Jewellery/7431/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7431/black360/center.jpg,https://colourdiam.com/Product/Jewellery/7431/black360/colour-diam-7431-white-01.jpg,,,,,,,,,,,On,,
,3.45 Ct sapphire gem stone Ring | Colour Diam,"**Sumptuous 0.33 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7510,,,,,,,1035,1,7510,,,,https://www.colourdiam.com/Product/Jewellery/7510/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7510/white360/1.jpg,https://colourdiam.com/Product/Jewellery/7510/white360/2.jpg,https://colourdiam.com/Product/Jewellery/7510/white360/3.jpg,https://colourdiam.com/Product/Jewellery/7510/white360/CENTER.jpg,,,,,,,,,On,,
,1.22 Ct Natural Diamond ring in Precious Metal | GIA Certified,"**Resplendent 1.22 Ct Natural Diamond ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7498,,,,,,,1437.5,1,7498,,,,https://www.colourdiam.com/Product/Jewellery/7498/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/1.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/2.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/3.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/4.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/center.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/colour-diam-7498-white-03.jpg,https://colourdiam.com/Product/Jewellery/7498/black360/colour-diam-7498-white-04.jpg,,,,,,On,,
,1.25 Ct Natural Diamond Ring in Precious Metal | GIA Certified,"**Captivating 1.25 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7499,,,,,,,919.9999999999999,1,7499,,,,https://www.colourdiam.com/Product/Jewellery/7499/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7499/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7499/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7499/white45/3.jpg,https://colourdiam.com/Product/Jewellery/7499/white45/colour-diam-7499-white-08.jpg,https://colourdiam.com/Product/Jewellery/7499/white45/colour-diam-7499-white-09.jpg,https://colourdiam.com/Product/Jewellery/7499/white45/colour-diam-7499-white-10.jpg,,,,,,,On,,
,2.91 Ct bugget Si1 Ring | Colour Diam,"**Splendid  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7501,,,,,,,862.4999999999999,1,7501,,,,https://www.colourdiam.com/Product/Jewellery/7501/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7501/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7501/white45/2.jpg,,,,,,,,,,,On,,
,3.13 Ct k Ring | Colour Diam,"**Magnificent 0.31 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7496,,,,,,,511.74999999999994,1,7496,,,,https://www.colourdiam.com/Product/Jewellery/7496/white45/center.jpg,,,,,,,,,,,,,On,,
,0.38 Ct Natural Diamond ring in Precious Metal | GIA Certified,"**Stunning 0.38 Ct Natural Diamond ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7500,,,,,,,632.5,1,7500,,,,https://www.colourdiam.com/Product/Jewellery/7500/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7500/black360/1.jpg,https://colourdiam.com/Product/Jewellery/7500/black360/2.jpg,https://colourdiam.com/Product/Jewellery/7500/black360/3.jpg,https://colourdiam.com/Product/Jewellery/7500/black360/4.jpg,https://colourdiam.com/Product/Jewellery/7500/black360/center.jpg,https://colourdiam.com/Product/Jewellery/7500/black45/1.jpg,https://colourdiam.com/Product/Jewellery/7500/black45/2.jpg,,,,,,On,,
,4.07 Ct DIAMONDS IGI Ring | Colour Diam,"**Resplendent 0.47 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,3576_3578_3879_3577_3580,,,,,,,2300,1,3576_3578_3879_3577_3580,,,,https://www.colourdiam.com/Product/Jewellery/3576_3578_3879_3577_3580/white45/center.jpg,https://colourdiam.com/Product/Jewellery/3576_3578_3879_3577_3580/model%20image/center.jpg,https://colourdiam.com/Product/Jewellery/3576_3578_3879_3577_3580/model%20image/colour-diam-3576-3578-3879-3577-3580-4-07-ct-diamonds-igi-ring-colour-diam-01.jpg,https://colourdiam.com/Product/Jewellery/3576_3578_3879_3577_3580/model%20image/colour-diam-3576-3578-3879-3577-3580-4-07-ct-diamonds-igi-ring-colour-diam-02.jpg,,,,,,,,,,On,,
,0.98 Ct Natural Diamond RING in Precious Metal | GIA Certified,"**Splendid 0.98 Ct Natural Diamond RING**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7523,,,,,,,862.4999999999999,1,7523,,,,https://www.colourdiam.com/Product/Jewellery/7523/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7523/black360/1.jpg,https://colourdiam.com/Product/Jewellery/7523/black360/2.jpg,https://colourdiam.com/Product/Jewellery/7523/black360/3.jpg,https://colourdiam.com/Product/Jewellery/7523/black360/4.jpg,https://colourdiam.com/Product/Jewellery/7523/black360/center.jpg,https://colourdiam.com/Product/Jewellery/7523/black45/1.jpg,https://colourdiam.com/Product/Jewellery/7523/black45/2.jpg,,,,,,On,,
,3.13 Ct Ring | Colour Diam,"**Resplendent  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7495,,,,,,,517.5,1,7495,,,,https://www.colourdiam.com/Product/Jewellery/7495/white45/center.jpg,,,,,,,,,,,,,On,,
,0.40 Ct Natural Diamond Ring in Precious Metal | GIA Certified,"**Magnificent 0.40 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7493,,,,,,,862.4999999999999,1,7493,,,,https://www.colourdiam.com/Product/Jewellery/7493/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7493/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7493/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7493/white45/CENTER.jpg,,,,,,,,,,On,,
,3.03 Ct Ring | Colour Diam,"**Radiant  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7521,,,,,,,988.9999999999999,1,7521,,,,https://www.colourdiam.com/Product/Jewellery/7521/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7521/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7521/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7521/white45/3.jpg,,,,,,,,,,On,,
,4.1 Ct Ring | Colour Diam,"**Dazzling  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7520,,,,,,,862.4999999999999,1,7520,,,,https://www.colourdiam.com/Product/Jewellery/7520/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7520/1.jpg,https://colourdiam.com/Product/Jewellery/7520/CENTER.jpg,https://colourdiam.com/Product/Jewellery/7520/black360/CENTER.jpg,,,,,,,,,,On,,
,4.49 Ct k Ring | Colour Diam,"**Breathtaking 0.36 Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7497,,,,,,,1092.5,1,7497,,,,https://www.colourdiam.com/Product/Jewellery/7497/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/1.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/2.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/3.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/CENTER.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/colour-diam-7497-gemstone-08.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/colour-diam-7497-gemstone-09.jpg,https://colourdiam.com/Product/Jewellery/7497/white360/colour-diam-7497-gemstone-10.jpg,,,,,,On,,
,2.71 Ct Ring | Colour Diam,"**Resplendent  Ct Natural Diamond ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7439,,,,,,,690,1,7439,,,,https://www.colourdiam.com/Product/Jewellery/7439/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7439/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7439/white45/2.jpg,,,,,,,,,,,On,,
,2.67 Ct sapphire gem stone Ring | Colour Diam,"**Dazzling 0.88 Ct Natural Diamond ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7494,,,,,,,747.4999999999999,1,7494,,,,https://www.colourdiam.com/Product/Jewellery/7494/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7494/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7494/white45/2.jpg,,,,,,,,,,,On,,
,2.79 Ct sapphire Ring | Colour Diam,"**Captivating 1.19 Ct Natural Diamond ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7438,,,,,,,690,1,7438,,,,https://www.colourdiam.com/Product/Jewellery/7438/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/1.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/2.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/3.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/center.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/colour-diam-7438-gemstone-04.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/colour-diam-7438-gemstone-05.jpg,https://colourdiam.com/Product/Jewellery/7438/black360/colour-diam-7438-gemstone-06.jpg,,,,,,On,,
,0.88 Ct Natural Diamond ring in Precious Metal | GIA Certified,"**Dazzling 0.88 Ct Natural Diamond ring**

Elevate your fine jewelry collection with these magnificent Precious Metal rings. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7434,,,,,,,2472.5,1,7434,,,,https://www.colourdiam.com/Product/Jewellery/7434/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7434/white45/7434_6.jpg,https://colourdiam.com/Product/Jewellery/7434/white45/7434_7.jpg,,,,,,,,,,,On,,
,Ct Natural Diamond BRACELET in 18K | GIA Certified,"**Radiant  Ct Natural Diamond BRACELET**

Elevate your fine jewelry collection with these magnificent 18K bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,7285,,,,,,,4600,1,7285,,,,https://www.colourdiam.com/Product/Jewellery/7285/white45/center.jpg,,,,,,,,,,,,,On,,
,2587.5 Ct Bracelet | Colour Diam,"**Magnificent  Ct Natural Diamond BRACELET**

Elevate your fine jewelry collection with these magnificent 18K bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8612,,,,,,,2587.5,1,8612,,,,https://www.colourdiam.com/Product/Jewellery/8612/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8612/white360/center.jpg,,,,,,,,,,,,On,,
,1 Ct Faint Pinkish Brown VS2 GIA Ring | Colour Diam,"**Exquisite  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 9K bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,6110,,,,,,,20700,1,6110,,,,https://www.colourdiam.com/Product/Jewellery/6110/white45/center.jpg,https://colourdiam.com/Product/Jewellery/6110/white45/colour-diam-6110-1-ct-faint-pinkish-brown-vs2-gia-ring-colour-diam-07.jpg,https://colourdiam.com/Product/Jewellery/6110/white45/colour-diam-6110-1-ct-faint-pinkish-brown-vs2-gia-ring-colour-diam-08.jpg,https://colourdiam.com/Product/Jewellery/6110/white45/colour-diam-6110-1-ct-faint-pinkish-brown-vs2-gia-ring-colour-diam-18.jpg,https://colourdiam.com/Product/Jewellery/6110/white45/colour-diam-6110-1-ct-faint-pinkish-brown-vs2-gia-ring-colour-diam-19.jpg,,,,,,,,,On,,
,0.16 Ct Yellow Gold Bracelet 5.040 Gram | Colour Diam,"**Captivating  Ct Natural Diamond Ring**

Elevate your fine jewelry collection with these magnificent 18k rings. Featuring a  Ct Natural Diamond , surrounded by 47 white diamonds (0.34 Ct), this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8473,,,,,,,776.2499999999999,1,8473,,,,https://www.colourdiam.com/Product/Jewellery/8473/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8473/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8473/white45/2.jpg,,,,,,,,,,,On,,
,0.17 Ct Yellow Gold Bracelet | Colour Diam,"**Dazzling  Ct Natural Diamond Bracelet**

Elevate your fine jewelry collection with these magnificent 9K bracelets. Featuring a  Ct Natural Diamond , this heirloom piece radiates warmth and unmatched sophistication.",1,,,,1,8474,,,,,,,776.2499999999999,1,8474,,,,https://www.colourdiam.com/Product/Jewellery/8474/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8474/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8474/white45/2.jpg,,,,,,,,,,,On,,
